GHAR_M,GHAR_M_IV,GHAR_Q,GHAR_Q_IV,GNNHAR1L_M,GNNHAR1L_M_IV,GNNHAR1L_Q,GNNHAR1L_Q_IV,GNNHAR2L_M,GNNHAR2L_M_IV,GNNHAR2L_Q,GNNHAR2L_Q_IV,GNNHAR3L_M,GNNHAR3L_M_IV,GNNHAR3L_Q,GNNHAR3L_Q_IV,HAR_M,HAR_M_IV,HAR_Q,HAR_Q_IV
0.0011285662,0.0008165558,0.0006086032,0.0006931067,0.00076057116,0.0007568121,0.00045205752,0.00044092734,0.0009094278,0.00054788985,0.0004739483,0.00039129655,0.0008073529,0.00044736863,0.00044715803,0.00039887827,0.0007287621,0.00077941816,0.0003281792,0.0003257195
0.0004067262,0.000719591,0.00029316742,0.00056660175,0.00023439726,0.0006557425,0.00024815797,0.00037600994,0.0003339211,0.0005855163,0.00031245154,0.00036466122,0.00027439595,0.0005383293,0.0002911687,0.0003504912,0.00053337414,0.0009743214,0.00031707287,0.00041412114
0.0017904004,0.0015418251,0.0017518322,0.0015313069,0.0018935561,0.0015635968,0.0018401821,0.0016162992,0.0018681487,0.0013506612,0.0018652956,0.0015366912,0.0018277526,0.0015590787,0.001814123,0.0015321017,0.0017778595,0.0016851703,0.0017145236,0.0016574104
0.0019524893,0.0017669598,0.0017780304,0.0017305216,0.0019328634,0.0018149018,0.0017730116,0.0017421285,0.0019949873,0.0017539223,0.0017786185,0.0017740726,0.0019064784,0.0017161806,0.0017828823,0.0017329693,0.0019741177,0.0017365377,0.0017793854,0.0016640107
0.0041370946,0.004112506,0.0042363047,0.003956636,0.004283373,0.0038336834,0.0042849737,0.003915159,0.0042946218,0.0036387842,0.004268869,0.0039948267,0.004215201,0.0037180423,0.0042372346,0.0037709316,0.00399065,0.003635641,0.0042981864,0.0037906766
0.0020750007,0.0026341716,0.001550142,0.0017401457,0.0021229067,0.0024018805,0.0015589992,0.0017476996,0.0023587744,0.00212994,0.0015813787,0.0015899182,0.002094253,0.0020642679,0.001617225,0.001713721,0.0020547272,0.0027094325,0.0015252114,0.0018002748
0.0014812629,0.0019604047,0.0009854197,0.0011184216,0.0015487393,0.0018257459,0.0009871603,0.0011574865,0.001892964,0.0015752912,0.0010432998,0.0010225336,0.0013527314,0.0015022954,0.0010165572,0.0011402528,0.0014498512,0.0020567616,0.0009633501,0.0011025071
0.0021939795,0.0015600562,0.0025421183,0.002052049,0.002374796,0.0015477737,0.0026192227,0.0020315328,0.0021700105,0.0016016642,0.0026610217,0.0025025925,0.0021903792,0.0017677705,0.002616771,0.0021272302,0.0021246036,0.001727283,0.0025526762,0.002084903
0.0017253439,0.0022487163,0.0013963461,0.0014364402,0.0017898639,0.0019924243,0.0013943275,0.0014463782,0.002216343,0.0017541806,0.0014391581,0.0013929209,0.0016950766,0.0017137806,0.0014313459,0.0014846404,0.001673309,0.0022680957,0.0014402032,0.001532181
0.0013599475,0.0022325157,0.0009064833,0.0012135624,0.0015141924,0.0020252864,0.00092126924,0.0012531677,0.0022181312,0.0017455419,0.0010376136,0.0011135221,0.0013060212,0.0016852895,0.001044635,0.0012391328,0.0010841925,0.0020172754,0.000853157,0.0011834939
