test_date,market_rv_proxy,regime
2026-01-12,3.0534172,calm_bottom_90pct
2026-01-13,3.117369,calm_bottom_90pct
2026-01-14,3.1120348,calm_bottom_90pct
2026-01-15,3.1159253,calm_bottom_90pct
2026-01-16,2.9545007,calm_bottom_90pct
2026-01-20,3.0360234,calm_bottom_90pct
2026-01-21,3.1947377,calm_bottom_90pct
2026-01-22,3.3666942,calm_bottom_90pct
2026-01-23,3.7465415,calm_bottom_90pct
2026-01-26,3.8551056,calm_bottom_90pct
2026-01-27,4.217644,calm_bottom_90pct
2026-01-28,4.406477,calm_bottom_90pct
2026-01-29,4.7118373,calm_bottom_90pct
2026-01-30,4.9689555,calm_bottom_90pct
2026-02-02,4.9096823,calm_bottom_90pct
2026-02-03,5.1158104,calm_bottom_90pct
2026-02-04,5.6325107,calm_bottom_90pct
2026-02-05,5.5784206,calm_bottom_90pct
2026-02-06,5.77336,calm_bottom_90pct
2026-02-09,5.858269,calm_bottom_90pct
2026-02-10,5.743185,calm_bottom_90pct
2026-02-11,5.85586,calm_bottom_90pct
2026-02-12,6.090461,turbulent_top_10pct
2026-02-13,6.0964913,turbulent_top_10pct
2026-02-17,6.2933383,turbulent_top_10pct
2026-02-18,6.1623387,turbulent_top_10pct
2026-02-19,6.0403333,turbulent_top_10pct
2026-02-20,5.836896,calm_bottom_90pct
2026-02-23,5.9152565,calm_bottom_90pct
2026-02-24,5.841787,calm_bottom_90pct
2026-02-25,6.0311193,turbulent_top_10pct
2026-02-26,5.7571263,calm_bottom_90pct
2026-02-27,5.917329,calm_bottom_90pct
2026-03-02,5.771118,calm_bottom_90pct
2026-03-03,5.724115,calm_bottom_90pct
2026-03-04,5.6448774,calm_bottom_90pct
2026-03-05,5.47077,calm_bottom_90pct
2026-03-06,4.9701247,calm_bottom_90pct
2026-03-09,4.5552635,calm_bottom_90pct
2026-03-10,4.4652467,calm_bottom_90pct
2026-03-11,4.3995743,calm_bottom_90pct
2026-03-12,4.4737825,calm_bottom_90pct
2026-03-13,4.296384,calm_bottom_90pct
2026-03-16,4.0733886,calm_bottom_90pct
2026-03-17,3.9868855,calm_bottom_90pct
2026-03-18,3.9672973,calm_bottom_90pct
2026-03-19,3.9278407,calm_bottom_90pct
2026-03-20,3.9387548,calm_bottom_90pct
2026-03-23,4.028649,calm_bottom_90pct
2026-03-24,4.043427,calm_bottom_90pct
2026-03-25,3.772434,calm_bottom_90pct
2026-03-26,3.8846202,calm_bottom_90pct
2026-03-27,3.8605537,calm_bottom_90pct
2026-03-30,3.6480837,calm_bottom_90pct
2026-03-31,4.018257,calm_bottom_90pct
2026-04-01,4.2722745,calm_bottom_90pct
2026-04-02,4.1670356,calm_bottom_90pct
2026-04-06,3.9652026,calm_bottom_90pct
2026-04-07,3.9099486,calm_bottom_90pct
2026-04-08,4.4235926,calm_bottom_90pct
2026-04-09,4.5225506,calm_bottom_90pct
2026-04-10,4.4961944,calm_bottom_90pct
2026-04-13,4.574485,calm_bottom_90pct
2026-04-14,4.545169,calm_bottom_90pct
2026-04-15,4.73175,calm_bottom_90pct
2026-04-16,4.8263373,calm_bottom_90pct
2026-04-17,4.8333793,calm_bottom_90pct
2026-04-20,4.8617606,calm_bottom_90pct
2026-04-21,4.7995954,calm_bottom_90pct
2026-04-22,4.940862,calm_bottom_90pct
2026-04-23,5.536652,calm_bottom_90pct
2026-04-24,6.026691,turbulent_top_10pct
2026-04-27,5.588559,calm_bottom_90pct
2026-04-28,5.5432224,calm_bottom_90pct
2026-04-29,5.52123,calm_bottom_90pct
2026-04-30,5.6979275,calm_bottom_90pct
2026-05-01,5.551938,calm_bottom_90pct
2026-05-04,5.7325873,calm_bottom_90pct
2026-05-05,5.687241,calm_bottom_90pct
2026-05-06,5.992665,turbulent_top_10pct
2026-05-07,6.085829,turbulent_top_10pct
2026-05-08,5.8282657,calm_bottom_90pct
2026-05-11,5.996963,turbulent_top_10pct
2026-05-12,6.0630703,turbulent_top_10pct
2026-05-13,5.9430537,turbulent_top_10pct
2026-05-14,6.007134,turbulent_top_10pct
2026-05-15,6.081313,turbulent_top_10pct
2026-05-18,6.241841,turbulent_top_10pct
2026-05-19,6.0855765,turbulent_top_10pct
2026-05-20,6.22902,turbulent_top_10pct
2026-05-21,6.4484835,turbulent_top_10pct
2026-05-22,6.336165,turbulent_top_10pct
2026-05-26,5.558178,calm_bottom_90pct
2026-05-27,5.612343,calm_bottom_90pct
2026-05-28,5.609465,calm_bottom_90pct
2026-05-29,5.6987853,calm_bottom_90pct
2026-06-01,5.7830987,calm_bottom_90pct
2026-06-02,5.860335,calm_bottom_90pct
2026-06-03,5.9555116,turbulent_top_10pct
2026-06-04,6.160372,turbulent_top_10pct
2026-06-05,6.599835,turbulent_top_10pct
2026-06-08,6.559089,turbulent_top_10pct
2026-06-09,6.46249,turbulent_top_10pct
