regime,model,n_dates,mse,qlike,mse_ratio_vs_HAR_M,qlike_ratio_vs_HAR_M,model_class,depth,uses_iv,training_loss,rank_qlike_within_regime,rank_mse_within_regime
calm_bottom_90pct,GNNHAR4L_M,200,75.87092590332031,0.05367859825491905,7.150817927210649,11.52570959896951,GNNHAR,4.0,False,MSE-trained,35.0,17.0
calm_bottom_90pct,GNNHAR2L_M,200,79.3952407836914,0.05448996648192406,7.4829838224813425,11.699924181061983,GNNHAR,2.0,False,MSE-trained,36.0,18.0
turbulent_top_10pct,GHAR_M_IV,23,10.226107597351074,0.0034196055494248867,0.9440414993133308,0.9430681849922321,GHAR,,True,MSE-trained,1.0,1.0
turbulent_top_10pct,HAR_M_IV,23,10.228655815124512,0.0034197720233350992,0.94427674261627,0.9431140956231758,HAR,,True,MSE-trained,2.0,2.0
turbulent_top_10pct,GHAR2H_M_IV,23,10.250590324401855,0.0034241469111293554,0.9463016662568398,0.9443206141622418,GHAR,,True,MSE-trained,3.0,3.0
turbulent_top_10pct,GHAR3H_M_IV,23,10.275357246398926,0.0034370869398117065,0.9485880691675178,0.9478892507160293,GHAR,,True,MSE-trained,4.0,4.0
turbulent_top_10pct,HAR_M,23,10.83226490020752,0.0036260427441447973,1.0,1.0,HAR,,False,MSE-trained,5.0,7.0
turbulent_top_10pct,GHAR_M,23,10.822051048278809,0.003626873716711998,0.9990570899047608,1.0002291678906827,GHAR,,False,MSE-trained,6.0,5.0
turbulent_top_10pct,GHAR2H_M,23,10.829012870788574,0.0036331224255263805,0.999699783060246,1.0019524539232239,GHAR,,False,MSE-trained,7.0,6.0
turbulent_top_10pct,GHAR3H_M,23,10.834074974060059,0.0036382873076945543,1.0001671002204262,1.0033768392745863,GHAR,,False,MSE-trained,8.0,8.0
turbulent_top_10pct,GHAR3H_Q_IV,23,228.95822143554688,0.010973656550049782,21.136689653071592,3.0263450610916394,GHAR,,True,QLIKE-trained,9.0,30.0
turbulent_top_10pct,GHAR2H_Q_IV,23,227.9057159423828,0.011019806377589703,21.039525717102496,3.0390723869386504,GHAR,,True,QLIKE-trained,10.0,29.0
turbulent_top_10pct,GHAR_Q_IV,23,239.32852172851562,0.011219234205782413,22.094042560197238,3.094071139646334,GHAR,,True,QLIKE-trained,11.0,31.0
turbulent_top_10pct,HAR_Q_IV,23,279.9252624511719,0.011491619981825352,25.841803632941915,3.169190435049781,HAR,,True,QLIKE-trained,12.0,35.0
turbulent_top_10pct,GHAR2H_Q,23,265.27587890625,0.011493202298879623,24.489419465837468,3.1696268107811005,GHAR,,False,QLIKE-trained,13.0,32.0
turbulent_top_10pct,GHAR3H_Q,23,267.9266662597656,0.011494742706418037,24.734131663880635,3.170051628591343,GHAR,,False,QLIKE-trained,14.0,34.0
turbulent_top_10pct,GHAR_Q,23,266.4534606933594,0.011550204828381538,24.598130044646044,3.1853471245016047,GHAR,,False,QLIKE-trained,15.0,33.0
turbulent_top_10pct,HAR_Q,23,311.51446533203125,0.01179527584463358,28.758017663144795,3.2529334806326164,HAR,,False,QLIKE-trained,16.0,36.0
turbulent_top_10pct,GNNHAR4L_Q_IV,23,47.41611099243164,0.016976112499833107,4.377303493706405,4.68171880412759,GNNHAR,4.0,True,QLIKE-trained,17.0,20.0
turbulent_top_10pct,GNNHAR3L_Q_IV,23,48.389549255371094,0.01698194071650505,4.467168196232357,4.683326125685329,GNNHAR,3.0,True,QLIKE-trained,18.0,22.0
turbulent_top_10pct,GNNHAR2L_Q,23,47.8998908996582,0.016983775421977043,4.421964505201545,4.683832105785799,GNNHAR,2.0,False,QLIKE-trained,19.0,21.0
turbulent_top_10pct,GNNHAR5L_Q_IV,23,48.79627990722656,0.016991155222058296,4.504716267259282,4.685867327266067,GNNHAR,5.0,True,QLIKE-trained,20.0,23.0
turbulent_top_10pct,GNNHAR2L_Q_IV,23,46.212188720703125,0.01701538637280464,4.26616124572598,4.692549860389945,GNNHAR,2.0,True,QLIKE-trained,21.0,19.0
turbulent_top_10pct,GNNHAR1L_Q_IV,23,48.81663513183594,0.017025217413902283,4.506595396397731,4.695261091831856,GNNHAR,1.0,True,QLIKE-trained,22.0,24.0
turbulent_top_10pct,GNNHAR3L_Q,23,50.13032913208008,0.017051510512828827,4.627871418757467,4.70251227467271,GNNHAR,3.0,False,QLIKE-trained,23.0,25.0
turbulent_top_10pct,GNNHAR1L_Q,23,50.46746063232422,0.017062295228242874,4.658994319032706,4.70548651302979,GNNHAR,1.0,False,QLIKE-trained,24.0,26.0
turbulent_top_10pct,GNNHAR5L_Q,23,50.7117805480957,0.01708870753645897,4.681549151103588,4.71277057173504,GNNHAR,5.0,False,QLIKE-trained,25.0,27.0
turbulent_top_10pct,GNNHAR4L_M_IV,23,34.997196197509766,0.022853612899780273,3.230829057442946,6.302631963366527,GNNHAR,4.0,True,MSE-trained,26.0,10.0
turbulent_top_10pct,GNNHAR2L_M_IV,23,34.951446533203125,0.022855844348669052,3.226605594969667,6.3032473584531905,GNNHAR,2.0,True,MSE-trained,27.0,9.0
turbulent_top_10pct,GNNHAR5L_M_IV,23,35.415279388427734,0.022907396778464317,3.269425158514104,6.317464628748338,GNNHAR,5.0,True,MSE-trained,28.0,11.0
turbulent_top_10pct,GNNHAR3L_M_IV,23,35.47356033325195,0.022911999374628067,3.274805468667256,6.3187339453252545,GNNHAR,3.0,True,MSE-trained,29.0,15.0
turbulent_top_10pct,GNNHAR1L_M_IV,23,35.46048355102539,0.022912291809916496,3.273598262016843,6.318814593930101,GNNHAR,1.0,True,MSE-trained,30.0,14.0
turbulent_top_10pct,GNNHAR2L_M,23,35.42679214477539,0.022923721000552177,3.2704879793049284,6.321966567429072,GNNHAR,2.0,False,MSE-trained,31.0,12.0
turbulent_top_10pct,GNNHAR4L_M,23,35.45329284667969,0.022928273305296898,3.2729344392233695,6.323222014500696,GNNHAR,4.0,False,MSE-trained,32.0,13.0
turbulent_top_10pct,GNNHAR1L_M,23,35.905052185058594,0.02299538068473339,3.3146394143639104,6.3417290714141465,GNNHAR,1.0,False,MSE-trained,33.0,17.0
turbulent_top_10pct,GNNHAR3L_M,23,35.90731430053711,0.02299831435084343,3.314848245619364,6.342538125889519,GNNHAR,3.0,False,MSE-trained,34.0,18.0
turbulent_top_10pct,GNNHAR5L_M,23,35.897186279296875,0.02300829440355301,3.31391325913837,6.345290452161925,GNNHAR,5.0,False,MSE-trained,35.0,16.0
turbulent_top_10pct,GNNHAR4L_Q,23,218.78549194335938,0.061852481216192245,20.197575849457667,17.057846688671663,GNNHAR,4.0,False,QLIKE-trained,36.0,28.0
